대학명,모집단위,권역,지역,세부지역,계열,모집단위2027,교과1전형,교과1_50,교과1_70,교과1_50_5,교과1_70_5,교과2전형,교과2_50,교과2_70,교과2_50_5,교과2_70_5,교과3전형,교과3_50,교과3_70,교과3_50_5,교과3_70_5,종합1전형,종합1_50,종합1_70,종합1_50_5,종합1_70_5,종합2전형,종합2_50,종합2_70,종합2_50_5,종합2_70_5,정시백분위,정시영어한국사,정시반영영역
성균관대,물리학과,경인권,경기,수원시,자연,물리학과,학교장추천,1.65,1.66,1.15,1.16,,,,,,,,,,,과학인재,5.35,5.6,3.17,3.31,,,,,,,-/-,
성균관대,바이오신약・규제과학과,경인권,경기,수원시,자연,바이오신약・규제과학과,학교장추천,1.48,1.51,1.09,1.1,,,,,,,,,,,탐구형,2.8,2.91,1.74,1.8,,,,,,94.8,3/1,국수영탐(2)
성균관대,바이오신약・규제과학과,경인권,경기,수원시,자연,바이오신약・규제과학과,학교장추천,1.48,1.51,1.09,1.1,,,,,,,,,,,탐구형,2.8,2.91,1.74,1.8,,,,,,95.8,3/1,국수영탐(2)
성균관대,반도체시스템공학과,경인권,경기,수원시,자연,반도체시스템공학과,,,,,,,,,,,,,,,,과학인재-계약학과,3.98,4.52,2.39,2.7,탐구형-계약학과,3.24,3.66,1.97,2.2,96,2/1,국수영탐(2)
성균관대,반도체시스템공학과,경인권,경기,수원시,자연,반도체시스템공학과,,,,,,,,,,,,,,,,과학인재-계약학과,3.98,4.52,2.39,2.7,탐구형-계약학과,3.24,3.66,1.97,2.2,97,2/1,국수영탐(2)
성균관대,반도체융합공학과,경인권,경기,수원시,자연,반도체융합공학과,학교장추천,1.49,1.52,1.09,1.11,,,,,,,,,,,탐구형,2.68,3.16,1.68,1.93,과학인재,5.26,5.55,3.12,3.28,97.44444444444444,2/2,국수영탐(1)
성균관대,반도체융합공학과,경인권,경기,수원시,자연,반도체융합공학과,학교장추천,1.49,1.52,1.09,1.11,,,,,,,,,,,탐구형,2.68,3.16,1.68,1.93,과학인재,5.26,5.55,3.12,3.28,97.11111111111111,2/2,국수영탐(1)
성균관대,배터리학과,경인권,경기,수원시,자연,배터리학과,학교장추천-계약학과,1.35,1.36,1.05,1.06,,,,,,,,,,,탐구형-계약학과,2.06,2.93,1.35,1.81,과학인재-계약학과,4.18,4.95,2.5,2.95,97.33333333333333,3/3,국수영탐(1)
성균관대,배터리학과,경인권,경기,수원시,자연,배터리학과,학교장추천-계약학과,1.35,1.36,1.05,1.06,,,,,,,,,,,탐구형-계약학과,2.06,2.93,1.35,1.81,과학인재-계약학과,4.18,4.95,2.5,2.95,96.55555555555556,3/3,국수영탐(1)
성균관대,생명과학과,경인권,경기,수원시,자연,생명과학과,학교장추천,1.41,1.44,1.07,1.08,,,,,,,,,,,과학인재,5.24,5.4,3.11,3.2,,,,,,,-/-,
성균관대,수학과,경인권,경기,수원시,자연,수학과,학교장추천,1.62,1.72,1.14,1.18,,,,,,,,,,,과학인재,4.02,4.29,2.41,2.57,,,,,,,-/-,
성균관대,스포츠과학과,경인권,경기,수원시,예체능,스포츠과학과,,,,,,,,,,,,,,,,성균인재,2.26,2.65,1.45,1.66,,,,,,88.44444444444444,3/5,국수영탐(1)
성균관대,약학과,경인권,경기,수원시,의약학,약학과,,,,,,,,,,,,,,,,탐구형,1.79,2.59,1.22,1.63,,,,,,97.55555555555556,3/2,국수영탐(2)
성균관대,약학과,경인권,경기,수원시,의약학,약학과,,,,,,,,,,,,,,,,탐구형,1.79,2.59,1.22,1.63,,,,,,96.88888888888889,3/2,국수영탐(2)
성균관대,양자정보공학과,경인권,경기,수원시,자연,양자정보공학과,,,,,,,,,,,,,,,,탐구형,3.18,3.41,1.94,2.06,과학인재,5.53,5.73,3.27,3.39,95.22222222222223,3/2,국수영탐(1)
성균관대,양자정보공학과,경인권,경기,수원시,자연,양자정보공학과,,,,,,,,,,,,,,,,탐구형,3.18,3.41,1.94,2.06,과학인재,5.53,5.73,3.27,3.39,93.11111111111111,3/2,국수영탐(1)
성균관대,에너지학과,경인권,경기,수원시,자연,에너지학과,학교장추천,1.58,1.58,1.13,1.13,,,,,,,,,,,탐구형,2.29,3.44,1.47,2.08,과학인재,5.66,5.83,3.35,3.45,96.66666666666667,2/1,국수영탐(1)
성균관대,에너지학과,경인권,경기,수원시,자연,에너지학과,학교장추천,1.58,1.58,1.13,1.13,,,,,,,,,,,탐구형,2.29,3.44,1.47,2.08,과학인재,5.66,5.83,3.35,3.45,96.33333333333333,2/1,국수영탐(1)
성균관대,의예과,경인권,경기,수원시,의약학,의예과,,,,,,,,,,,,,,,,성균인재,1.55,2.43,1.12,1.54,,,,,,99.16666666666667,2/1,국수영탐(2)
성균관대,의예과,경인권,경기,수원시,의약학,의예과,,,,,,,,,,,,,,,,성균인재,1.55,2.43,1.12,1.54,,,,,,99.44444444444444,2/1,국수영탐(2)
성균관대,자연과학계열,경인권,경기,수원시,자연,자연과학계열,학교장추천,1.38,1.44,1.06,1.08,,,,,,,,,,,융합형,2.21,2.76,1.42,1.72,과학인재,5.19,5.4,3.08,3.2,93,2/3,국수영탐(2)
성균관대,자연과학계열,경인권,경기,수원시,자연,자연과학계열,학교장추천,1.38,1.44,1.06,1.08,,,,,,,,,,,융합형,2.21,2.76,1.42,1.72,과학인재,5.19,5.4,3.08,3.2,93.88888888888889,2/3,국수영탐(2)
성균관대,전자전기공학부,경인권,경기,수원시,자연,전자전기정보공학부,학교장추천,1.38,1.39,1.06,1.06,,,,,,,,,,,융합형,1.87,2.03,1.25,1.33,과학인재,5.21,5.23,3.09,3.1,95.5,3/1,국수영탐(2)
성균관대,전자전기공학부,경인권,경기,수원시,자연,전자전기정보공학부,학교장추천,1.38,1.39,1.06,1.06,,,,,,,,,,,융합형,1.87,2.03,1.25,1.33,과학인재,5.21,5.23,3.09,3.1,95.9,3/1,국수영탐(2)
성균관대,지능형소프트웨어학과,경인권,경기,수원시,자연,지능형소프트웨어학과,,,,,,,,,,,,,,,,과학인재-계약학과,4.53,4.84,2.71,2.88,탐구형-계약학과,2.53,2.82,1.6,1.75,97.7,2/1,국수영탐(2)
성균관대,지능형소프트웨어학과,경인권,경기,수원시,자연,지능형소프트웨어학과,,,,,,,,,,,,,,,,과학인재-계약학과,4.53,4.84,2.71,2.88,탐구형-계약학과,2.53,2.82,1.6,1.75,97.65,2/1,국수영탐(2)
성균관대,지능형소프트웨어학과,경인권,경기,수원시,자연,지능형소프트웨어학과A,,,,,,,,,,,,,,,,과학인재-계약학과,4.53,4.84,2.71,2.88,탐구형-계약학과,2.53,2.82,1.6,1.75,97.65,2/1,국수영탐(2)
성균관대,소프트웨어학과,경인권,경기,수원시,자연,컴퓨터공학과,학교장추천,1.55,1.6,1.12,1.14,,,,,,,,,,,탐구형,2.17,3.02,1.4,1.86,과학인재,4.78,4.82,2.85,2.87,95.5,2/2,국수영탐(2)
성균관대,소프트웨어학과,경인권,경기,수원시,자연,컴퓨터공학과,학교장추천,1.55,1.6,1.12,1.14,,,,,,,,,,,탐구형,2.17,3.02,1.4,1.86,과학인재,4.78,4.82,2.85,2.87,95.2,2/2,국수영탐(2)
성균관대,화학과,경인권,경기,수원시,자연,화학과,학교장추천,1.45,1.49,1.08,1.09,,,,,,,,,,,과학인재,4.84,5.07,2.88,3.02,,,,,,,-/-,
성균관대,경영학과,서울,서울,종로구,인문,경영학과,학교장추천,1.54,1.74,1.11,1.19,,,,,,,,,,,융합형,3.1,3.35,1.9,2.04,,,,,,95.1,3/2,국수영탐(2)
성균관대,경영학과,서울,서울,종로구,인문,경영학과,학교장추천,1.54,1.74,1.11,1.19,,,,,,,,,,,융합형,3.1,3.35,1.9,2.04,,,,,,94.5,3/2,국수영탐(2)
성균관대,교육학과,서울,서울,종로구,인문,교육학과,학교장추천,1.73,1.76,1.19,1.2,,,,,,,,,,,성균인재,2.73,3.44,1.71,2.08,,,,,,94,3/1,국수영탐(2)
성균관대,교육학과,서울,서울,종로구,인문,교육학과,학교장추천,1.73,1.76,1.19,1.2,,,,,,,,,,,성균인재,2.73,3.44,1.71,2.08,,,,,,94.6,3/1,국수영탐(2)
성균관대,국어국문학과,서울,서울,종로구,인문,국어국문학과,학교장추천,1.69,1.77,1.17,1.21,,,,,,,,,,,,,,,,,,,,,,-/-,
성균관대,글로벌융합학부,서울,서울,종로구,인문,글로벌AI융합학부,,,,,,,,,,,,,,,,성균인재,3.23,4.01,1.97,2.41,,,,,,94.55555555555556,3/1,국수영탐(2)
성균관대,글로벌융합학부,서울,서울,종로구,인문,글로벌AI융합학부,,,,,,,,,,,,,,,,성균인재,3.23,4.01,1.97,2.41,,,,,,94.55555555555556,3/1,국수영탐(2)
성균관대,글로벌경영학과,서울,서울,종로구,인문,글로벌경영학과,학교장추천,1.54,1.61,1.11,1.14,,,,,,,,,,,탐구형,3.26,3.38,1.99,2.05,,,,,,96.77777777777777,2/2,국수영탐(1)
성균관대,글로벌경영학과,서울,서울,종로구,인문,글로벌경영학과,학교장추천,1.54,1.61,1.11,1.14,,,,,,,,,,,탐구형,3.26,3.38,1.99,2.05,,,,,,97,2/2,국수영탐(1)
성균관대,글로벌경제학과,서울,서울,종로구,인문,글로벌경제학과,학교장추천,1.6,1.62,1.14,1.14,,,,,,,,,,,탐구형,2.96,3.22,1.83,1.96,,,,,,94.44444444444444,3/1,국수영탐(2)
성균관대,글로벌경제학과,서울,서울,종로구,인문,글로벌경제학과,학교장추천,1.6,1.62,1.14,1.14,,,,,,,,,,,탐구형,2.96,3.22,1.83,1.96,,,,,,93.33333333333333,3/1,국수영탐(2)
성균관대,글로벌리더학부,서울,서울,종로구,인문,글로벌리더학부,학교장추천,1.6,1.62,1.14,1.14,,,,,,,,,,,탐구형,2.66,3.13,1.67,1.92,,,,,,94.5,2/3,국수영탐(2)
성균관대,글로벌리더학부,서울,서울,종로구,인문,글로벌리더학부,학교장추천,1.6,1.62,1.14,1.14,,,,,,,,,,,탐구형,2.66,3.13,1.67,1.92,,,,,,94.8,2/3,국수영탐(2)
성균관대,독어독문학과,서울,서울,종로구,인문,독어독문학과,,,,,,,,,,,,,,,,탐구형,3.26,3.51,1.99,2.12,,,,,,,-/-,
성균관대,러시아어문학과,서울,서울,종로구,인문,러시아어문학과,,,,,,,,,,,,,,,,탐구형,2.78,3.29,1.73,2,,,,,,,-/-,
성균관대,사학과,서울,서울,종로구,인문,사학과,학교장추천,1.85,1.9,1.24,1.26,,,,,,,,,,,,,,,,,,,,,,-/-,
성균관대,사회과학계열,서울,서울,종로구,인문,사회과학계열,학교장추천,1.54,1.58,1.11,1.13,,,,,,,,,,,융합형,2.39,3.03,1.52,1.87,,,,,,93.55555555555556,2/1,국수영탐(2)
성균관대,사회과학계열,서울,서울,종로구,인문,사회과학계열,학교장추천,1.54,1.58,1.11,1.13,,,,,,,,,,,융합형,2.39,3.03,1.52,1.87,,,,,,92.88888888888889,2/1,국수영탐(2)
성균관대,사회복지학과,서울,서울,종로구,인문,사회복지학과,학교장추천,1.7,1.74,1.17,1.19,,,,,,,,,,,탐구형,2.81,3.18,1.75,1.94,,,,,,,-/-,
성균관대,사회학과,서울,서울,종로구,인문,사회학과,학교장추천,1.67,1.73,1.16,1.19,,,,,,,,,,,탐구형,3.14,3.65,1.92,2.2,,,,,,,-/-,
성균관대,수학교육과,서울,서울,종로구,자연,수학교육과,학교장추천,1.67,1.72,1.16,1.18,,,,,,,,,,,성균인재,2.48,2.55,1.57,1.61,,,,,,95.35,1/1,국수영탐(2)
성균관대,수학교육과,서울,서울,종로구,자연,수학교육과,학교장추천,1.67,1.72,1.16,1.18,,,,,,,,,,,성균인재,2.48,2.55,1.57,1.61,,,,,,94.5,1/1,국수영탐(2)
성균관대,심리학과,서울,서울,종로구,인문,심리학과,학교장추천,1.59,1.62,1.13,1.14,,,,,,,,,,,,,,,,,,,,,,-/-,
성균관대,아동・청소년학과,서울,서울,종로구,인문,아동・청소년학과,학교장추천,1.73,1.75,1.19,1.19,,,,,,,,,,,탐구형,2.44,2.86,1.55,1.77,,,,,,,-/-,
성균관대,영상학과,서울,서울,종로구,예체능,영상학과,학교장추천,1.71,1.72,1.18,1.18,,,,,,,,,,,탐구형,3.34,3.63,2.03,2.19,,,,,,94.4,2/1,국수영탐(2)
성균관대,영상학과,서울,서울,종로구,예체능,영상학과,학교장추천,1.71,1.72,1.18,1.18,,,,,,,,,,,탐구형,3.34,3.63,2.03,2.19,,,,,,93.3,2/1,국수영탐(2)
성균관대,유학・동양학과,서울,서울,종로구,인문,유학・동양학과,학교장추천,1.73,1.76,1.19,1.2,,,,,,,,,,,탐구형,2.58,3.03,1.63,1.87,,,,,,,-/-,
성균관대,의상학과,서울,서울,종로구,자연,의상학과,학교장추천,1.74,1.75,1.19,1.19,,,,,,,,,,,탐구형,3.5,3.99,2.12,2.39,,,,,,92.11111111111111,3/3,국수영탐(2)
성균관대,의상학과,서울,서울,종로구,자연,의상학과,학교장추천,1.74,1.75,1.19,1.19,,,,,,,,,,,탐구형,3.5,3.99,2.12,2.39,,,,,,91.44444444444444,3/3,국수영탐(2)
성균관대,인문과학계열,서울,서울,종로구,인문,인문과학계열,학교장추천,1.62,1.67,1.14,1.16,,,,,,,,,,,융합형,3,3.31,1.85,2.01,,,,,,94.4,2/1,국수영탐(2)
성균관대,인문과학계열,서울,서울,종로구,인문,인문과학계열,학교장추천,1.62,1.67,1.14,1.16,,,,,,,,,,,융합형,3,3.31,1.85,2.01,,,,,,94.4,2/1,국수영탐(2)
성균관대,자유전공계열,서울,서울,종로구,공통,자유전공계열,학교장추천,1.5,1.51,1.1,1.1,,,,,,,,,,,성균인재,2.41,2.96,1.53,1.83,,,,,,92.94444444444444,3/3,국수영탐(2)
성균관대,자유전공계열,서울,서울,종로구,공통,자유전공계열,학교장추천,1.5,1.51,1.1,1.1,,,,,,,,,,,성균인재,2.41,2.96,1.53,1.83,,,,,,93.77777777777777,3/3,국수영탐(2)
성균관대,철학과,서울,서울,종로구,인문,철학과,학교장추천,1.74,1.75,1.19,1.19,,,,,,,,,,,,,,,,,,,,,,-/-,
성균관대,컴퓨터교육과,서울,서울,종로구,자연,컴퓨터교육과,학교장추천,1.61,1.63,1.14,1.15,,,,,,,,,,,성균인재,1.91,2.08,1.27,1.36,,,,,,95,3/1,국수영탐(2)
성균관대,컴퓨터교육과,서울,서울,종로구,자연,컴퓨터교육과,학교장추천,1.61,1.63,1.14,1.15,,,,,,,,,,,성균인재,1.91,2.08,1.27,1.36,,,,,,94.1,3/1,국수영탐(2)
성균관대,통계학과,서울,서울,종로구,자연,통계학과,학교장추천,1.56,1.58,1.12,1.13,,,,,,,,,,,,,,,,,,,,,,-/-,
성균관대,프랑스어문학과,서울,서울,종로구,인문,프랑스어문학과,,,,,,,,,,,,,,,,탐구형,3.32,3.41,2.02,2.06,,,,,,,-/-,
성균관대,한문교육과,서울,서울,종로구,인문,한문교육과,학교장추천,1.71,1.72,1.18,1.18,,,,,,,,,,,성균인재,2.37,3.1,1.51,1.9,,,,,,93.6,3/2,국수영탐(2)
성균관대,한문교육과,서울,서울,종로구,인문,한문교육과,학교장추천,1.71,1.72,1.18,1.18,,,,,,,,,,,성균인재,2.37,3.1,1.51,1.9,,,,,,94.1,3/2,국수영탐(2)
성균관대,한문학과,서울,서울,종로구,인문,한문학과,학교장추천,1.77,1.78,1.21,1.21,,,,,,,,,,,탐구형,3.38,3.42,2.05,2.07,,,,,,,-/-,
성신여대,AI융합학부,서울,서울,성북구,자연,AI융합학과,,,,,,,,,,,,,,,,자기주도인재,3.18,3.38,1.94,2.05,,,,,,89.725,2/3,국수영탐(2)
성신여대,간호학과,서울,서울,강북구,자연,간호학과,지역균형,1.6,1.79,1.14,1.22,,,,,,,,,,,자기주도인재,2.41,2.5,1.53,1.58,,,,,,88.65,1/1,국수영탐(2)
성신여대,간호학과,서울,서울,강북구,자연,간호학과,지역균형,1.6,1.79,1.14,1.22,,,,,,,,,,,자기주도인재,2.41,2.5,1.53,1.58,,,,,,86.8,2/3,국수영탐(2)
성신여대,경영학과,서울,서울,성북구,인문,경영학과,,,,,,,,,,,,,,,,자기주도인재,2.93,3.06,1.81,1.88,,,,,,85.675,2/5,국수영탐(2)
성신여대,경제학과,서울,서울,성북구,인문,경제학과,,,,,,,,,,,,,,,,자기주도인재,2.97,3.04,1.84,1.87,,,,,,85.2,3/3,국수영탐(2)
성신여대,교육학과,서울,서울,성북구,인문,교육학과,지역균형,2.06,2.06,1.35,1.35,,,,,,,,,,,자기주도인재,2.79,2.97,1.74,1.84,,,,,,85.35,2/2,국수영탐(2)
성신여대,국어국문학과,서울,서울,성북구,인문,국어국문학과,,,,,,,,,,,,,,,,자기주도인재,2.85,2.93,1.77,1.81,,,,,,87,1/5,국수영탐(2)
성신여대,독일어문・문화학과,서울,서울,성북구,인문,독일어문・문화학과,,,,,,,,,,,,,,,,자기주도인재,4.58,4.64,2.73,2.77,,,,,,86.6,2/2,국수영탐(2)
성신여대,문화예술경영학과,서울,서울,성북구,인문,문화예술경영학과,,,,,,,,,,,,,,,,자기주도인재,2.98,3.38,1.84,2.05,,,,,,86.9,2/2,국수영탐(2)
성신여대,미디어커뮤니케이션학과,서울,서울,성북구,인문,미디어커뮤니케이션학과,,,,,,,,,,,,,,,,자기주도인재,2.73,2.79,1.71,1.74,,,,,,85.975,3/2,국수영탐(2)
성신여대,바이오식품공학과,서울,서울,강북구,자연,바이오식품공학과,,,,,,,,,,,,,,,,자기주도인재,2.73,2.84,1.71,1.76,,,,,,87.35,2/3,국수영탐(2)
성신여대,바이오신약의과학부,서울,서울,강북구,자연,바이오신약의과학부,,,,,,,,,,,,,,,,자기주도인재,2.65,2.77,1.66,1.72,,,,,,85.75,2/1,국수영탐(2)
성신여대,바이오헬스융합학부,서울,서울,강북구,자연,바이오헬스융합학부,,,,,,,,,,,,,,,,자기주도인재,2.97,3.17,1.84,1.94,,,,,,84.9,4/1,국수영탐(2)
성신여대,법학부,서울,서울,성북구,인문,법학부,,,,,,,,,,,,,,,,자기주도인재,2.98,3.12,1.84,1.91,,,,,,85.9,3/2,국수영탐(2)
성신여대,뷰티산업학과,서울,서울,강북구,예체능,뷰티산업학과,,,,,,,,,,,,,,,,자기주도인재,3.21,3.43,1.96,2.08,,,,,,,-/-,
성신여대,사학과,서울,서울,성북구,인문,사학과,,,,,,,,,,,,,,,,자기주도인재,2.98,3.21,1.84,1.96,,,,,,86.4,2/1,국수영탐(2)
성신여대,사회교육과,서울,서울,성북구,인문,사회교육과,지역균형,2.32,2.32,1.49,1.49,,,,,,,,,,,자기주도인재,2.88,3.11,1.78,1.91,,,,,,86,4/1,국수영탐(2)
성신여대,사회복지학과,서울,서울,강북구,인문,사회복지학과,,,,,,,,,,,,,,,,자기주도인재,3.14,3.25,1.92,1.98,,,,,,84.875,4/4,국수영탐(2)
성신여대,서비스디자인공학과,서울,서울,성북구,자연,서비스디자인공학과,,,,,,,,,,,,,,,,자기주도인재,3.29,3.5,2,2.12,,,,,,85.85,2/1,국수영탐(2)
성신여대,소비자산업학과,서울,서울,강북구,인문,소비자산업학과,,,,,,,,,,,,,,,,자기주도인재,3.04,3.16,1.87,1.93,,,,,,83.15,2/3,국수영탐(2)
성신여대,"수리통계데이터사이언스학부(수학,핀테크)",서울,서울,성북구,자연,"수리통계데이터사이언스학부(수학,핀테크)",,,,,,,,,,,,,,,,자기주도인재,3.16,3.23,1.93,1.97,,,,,,83.9,2/2,국수영탐(2)
성신여대,"수리통계데이터사이언스학부(통계학,빅데이터사이언스)",서울,서울,성북구,자연,"수리통계데이터사이언스학부(통계학,빅데이터사이언스)",,,,,,,,,,,,,,,,자기주도인재,3.38,3.48,2.05,2.1,,,,,,85.2,3/2,국수영탐(2)
성신여대,심리학과,서울,서울,성북구,인문,심리학과,,,,,,,,,,,,,,,,자기주도인재,2.86,2.93,1.77,1.81,,,,,,86.05,4/4,국수영탐(2)
성신여대,영어영문학과,서울,서울,성북구,인문,영어영문학과,,,,,,,,,,,,,,,,자기주도인재,3.28,4.57,1.99,2.73,,,,,,86.8,2/1,국수영탐(2)
성신여대,유아교육과,서울,서울,성북구,인문,유아교육과,지역균형,2.37,2.39,1.51,1.52,,,,,,,,,,,자기주도인재,2.98,3.18,1.84,1.94,,,,,,85.5,3/1,국수영탐(2)
성신여대,윤리교육과,서울,서울,성북구,인문,윤리교육과,지역균형,2,2,1.31,1.31,,,,,,,,,,,자기주도인재,2.95,3.17,1.83,1.94,,,,,,86.45,3/1,국수영탐(2)
성신여대,AI융합학부,서울,서울,성북구,자연,융합AI반도체공학과,,,,,,,,,,,,,,,,자기주도인재,3.18,3.38,1.94,2.05,,,,,,89.725,2/3,국수영탐(2)
성신여대,융합보안공학과,서울,서울,성북구,자연,융합보안공학과,,,,,,,,,,,,,,,,자기주도인재,3.47,3.59,2.1,2.17,,,,,,85.1,2/5,국수영탐(2)
성신여대,의류산업학과,서울,서울,강북구,인문,의류산업학과,,,,,,,,,,,,,,,,자기주도인재,2.93,2.98,1.81,1.84,,,,,,86.525,3/2,국수영탐(2)
성신여대,일본어문・문화학과,서울,서울,성북구,인문,일본어문・문화학과,,,,,,,,,,,,,,,,자기주도인재,3.52,3.76,2.13,2.26,,,,,,86.6,2/1,국수영탐(2)
성신여대,정치외교학과,서울,서울,성북구,인문,정치외교학과,,,,,,,,,,,,,,,,자기주도인재,2.66,2.85,1.67,1.77,,,,,,86.35,2/2,국수영탐(2)
성신여대,중국어문・문화학과,서울,서울,성북구,인문,중국어문・문화학과,,,,,,,,,,,,,,,,자기주도인재,4.33,4.52,2.59,2.7,,,,,,86.5,3/3,국수영탐(2)
성신여대,지리학과,서울,서울,성북구,인문,지리학과,,,,,,,,,,,,,,,,자기주도인재,2.81,2.99,1.75,1.85,,,,,,85.15,4/4,국수영탐(2)
성신여대,창의융합학부(자유전공),서울,서울,강북구,공통,창의융합학부(자유전공),지역균형,2.12,2.19,1.38,1.41,,,,,,,,,,,,,,,,,,,,,84.4,3/1,국수영탐(2)
성신여대,창의융합학부(첨단분야전공),서울,서울,강북구,자연,창의융합학부(첨단분야전공),지역균형,2.26,2.36,1.45,1.5,,,,,,,,,,,,,,,,,,,,,85.15,2/1,국수영탐(2)
성신여대,청정신소재공학과,서울,서울,강북구,자연,청정신소재공학과,,,,,,,,,,,,,,,,자기주도인재,2.99,3.06,1.85,1.88,,,,,,84.75,3/3,국수영탐(2)
성신여대,컴퓨터공학과,서울,서울,성북구,자연,컴퓨터공학과,,,,,,,,,,,,,,,,자기주도인재,3.2,3.32,1.95,2.02,,,,,,86.3,3/4,국수영탐(2)
성신여대,프랑스어문・문화학과,서울,서울,성북구,인문,프랑스어문・문화학과,,,,,,,,,,,,,,,,자기주도인재,3.41,3.69,2.06,2.22,,,,,,86.5,3/1,국수영탐(2)
성신여대,한문교육과,서울,서울,성북구,인문,한문교육과,지역균형,2.35,2.35,1.5,1.5,,,,,,,,,,,자기주도인재,2.96,3.04,1.83,1.87,,,,,,84.85,3/1,국수영탐(2)
성신여대,화학・에너지융합학부,서울,서울,강북구,자연,화학・에너지융합학부,,,,,,,,,,,,,,,,자기주도인재,3.01,3.1,1.86,1.9,,,,,,84.2,2/1,국수영탐(2)
세명대,컴퓨터학부,충청권,충북,제천시,자연,AI컴퓨터학부,일반,5.3,5.6,3.14,3.31,,,,,,,,,,,,,,,,,,,,,50.5,-/-,국수탐탐 중 2개
세명대,간호학과,충청권,충북,제천시,자연,간호학과,일반,2.8,2.93,1.74,1.81,면접우수자,3.67,3.93,2.21,2.36,,,,,,SMU의료인재,3.72,3.8,2.24,2.28,,,,,,65.6,2/2,"국수탐(1) 중 2개, 영한 중 1개"
세명대,건축학과,충청권,충북,제천시,자연,건축학과,일반,5.2,5.7,3.09,3.37,,,,,,,,,,,,,,,,,,,,,56,-/-,국수탐탐 중 2개
