대학명,모집단위,계열,전형,백분위,충원,모집인원,경쟁률
고려대,건축학과,공학계열,일반전형,95,2,9,3.33
고려대,자유전공학부,인문・사회계열,일반전형,95,13,23,4.43
고려대,철학과,인문・사회계열,일반전형,94,1,11,5.27
고려대,건축사회환경공학부,공학계열,일반전형,96,4,19,3.84
고려대,역사교육과,인문・사회계열,일반전형,93,1,7,3.71
고려대,정치외교학과,인문・사회계열,일반전형,94,8,20,3.3
고려대,미디어학부,인문・사회계열,일반전형,94,4,12,5
고려대,사회학과,인문・사회계열,일반전형,95,,20,3.75
고려대,행정학과,인문・사회계열,일반전형,94,4,19,3.84
고려대,영어교육과,인문・사회계열,일반전형,93,1,14,3.43
고려대,국어교육과,인문・사회계열,일반전형,95,1,10,2.9
고려대,교육학과,인문・사회계열,일반전형,94,2,12,4.5
고려대,언어학과,인문・사회계열,일반전형,94,1,6,6.5
고려대,한국사학과,인문・사회계열,일반전형,94,1,6,4.33
고려대,사학과,인문・사회계열,일반전형,93,1,11,3.64
고려대,불어불문학과,인문・사회계열,일반전형,95,,9,3.89
고려대,데이터과학과,공학계열,일반전형,96,7,10,4.7
고려대,일어일문학과,인문・사회계열,일반전형,93,2,11,3.64
고려대,국어국문학과,인문・사회계열,일반전형,94,,14,3.14
고려대,한문학과,인문・사회계열,일반전형,94,,7,4.29
고려대,중어중문학과,인문・사회계열,일반전형,93,,12,3.83
고려대,경영대학,인문・사회계열,일반전형,95,65,78,3.85
고려대,학부대학,공학계열,일반전형,95,17,21,4.67
고려대,영어영문학과,인문・사회계열,일반전형,94,3,24,2.88
고려대,서어서문학과,인문・사회계열,일반전형,93,,11,4.45
고려대,노어노문학과,인문・사회계열,일반전형,92,,8,5.25
고려대,독어독문학과,인문・사회계열,일반전형,93,1,8,5
고려대,바이오시스템의과학부,자연과학계열,일반전형,95,8,21,3.43
고려대,바이오의공학부,공학계열,일반전형,95,7,24,3.58
고려대,보건정책관리학부,인문・사회계열,일반전형,93,1,17,6.76
고려대,융합에너지공학과,공학계열,일반전형,96,2,8,5.5
고려대,신소재공학부,공학계열,일반전형,95,12,35,3.54
고려대,수학과,자연과학계열,일반전형,95,10,19,2.68
고려대,식품공학과,자연과학계열,일반전형,95,2,12,5.33
고려대,통계학과,인문・사회계열,일반전형,95,3,21,3.9
고려대,스마트보안학부,공학계열,일반전형,97,5,14,4.64
고려대,물리학과,자연과학계열,일반전형,94,13,15,3.6
고려대,보건환경융합과학부,자연과학계열,일반전형,95,4,31,4.39
고려대,디자인조형학부,예체능계열,일반전형,91,3,35,6.51
고려대,간호대학,자연과학계열,일반전형,96,5,16,2.63
고려대,의예과,자연과학계열,일반전형,99,4,22,3.86
고려대,환경생태공학부,자연과학계열,일반전형,95,1,16,3.25
고려대,지구환경과학과,자연과학계열,일반전형,94,1,9,4.44
고려대,화학과,자연과학계열,일반전형,95,7,17,5.12
고려대,기계공학부,공학계열,일반전형,96,20,37,3.08
고려대,국제학부,인문・사회계열,일반전형,95,1,11,5.82
고려대,경제학과,인문・사회계열,일반전형,95,17,33,2.94
고려대,전기전자공학부,공학계열,일반전형,96,65,69,4.04
고려대,산업경영공학부,공학계열,일반전형,96,6,12,3.67
고려대,컴퓨터학과,공학계열,일반전형,96,17,43,3.98
고려대,인공지능학과,공학계열,일반전형,95,3,28,4.54
고려대,화공생명공학과,공학계열,일반전형,95,20,26,4
고려대,식품자원경제학과,인문・사회계열,일반전형,95,2,13,5.85
고려대,생명과학부,자연과학계열,일반전형,94,6,25,2.96
고려대,생명공학부,자연과학계열,일반전형,94,16,28,4.57
고려대(세종),표준・지식학과,인문・사회계열,일반전형,70,8,19,6.95
고려대(세종),스마트도시학부,공학계열,일반전형,61,28,27,2.63
고려대(세종),융합경영학부,인문・사회계열,일반전형,71,29,60,5.02
고려대(세종),지능형반도체공학과,공학계열,일반전형,63,50,43,3.14
고려대(세종),미래모빌리티학과,공학계열,일반전형,60,16,26,3.5
고려대(세종),자유전공학부(과학기술),공학계열,일반전형,76,3,10,11.6
고려대(세종),약학과,자연과학계열,일반전형,95,6,5,9.6
고려대(세종),국제스포츠학부,예체능계열,일반전형,60,5,24,5.58
고려대(세종),경제통계학부,인문・사회계열,일반전형,76,26,26,5.5
고려대(세종),응용수리과학부,자연과학계열,일반전형,66,25,18,3.56
고려대(세종),자유전공학부(문화스포츠),인문・사회계열,일반전형,66,8,10,5.9
고려대(세종),자유전공학부(공공정책),인문・사회계열,일반전형,74,19,13,7.15
고려대(세종),반도체물리학부,자연과학계열,일반전형,63,34,32,2.78
고려대(세종),첨단융합신약학과,자연과학계열,일반전형,77,19,17,4.18
고려대(세종),디지털헬스케어공학과,공학계열,일반전형,72,10,14,6.71
고려대(세종),글로벌학부,인문・사회계열,일반전형,71,43,49,4.9
고려대(세종),신소재화학과,자연과학계열,일반전형,68,36,25,3.24
고려대(세종),인공지능사이버보안학과,공학계열,일반전형,61,19,34,2.71
고려대(세종),문화창의학부,인문・사회계열,일반전형,68,15,17,7
고려대(세종),문화유산융합학부,인문・사회계열,일반전형,68,21,19,8.37
고려대(세종),전자및정보공학과,공학계열,일반전형,72,132,72,3.6
고려대(세종),컴퓨터소프트웨어학과,공학계열,일반전형,63,63,45,3.31
고려대(세종),자유전공학부(글로벌비즈니스),인문・사회계열,일반전형,71,62,18,9.72
고려대(세종),식품생명공학과,공학계열,일반전형,66,50,30,4.53
고려대(세종),환경시스템공학과,공학계열,일반전형,62,47,33,3.18
고려대(세종),빅데이터사이언스학부,자연과학계열,일반전형,71,54,18,7.83
고려대(세종),전자·기계융합공학과,공학계열,일반전형,66,53,35,3.43
고려대(세종),생명정보공학과,공학계열,일반전형,59,47,31,2.87
고려대(세종),정부행정학부,인문・사회계열,일반전형,74,49,16,9.63
고려대(세종),공공사회·통일외교학부,인문・사회계열,일반전형,72,47,21,8.62
고려대(세종),융합경영학부,인문・사회계열,농어촌,67,1,4,5
고려대(세종),글로벌학부,인문・사회계열,농어촌,66,2,4,5.5
